xmin,ymin,xmax,ymax,class,file,width,height
820,1881,868,1931,missing_hole,11_missing_hole_07,2282,2248
1317,1542,1380,1617,missing_hole,11_missing_hole_08,2282,2248
1129,1283,1193,1353,missing_hole,11_missing_hole_08,2282,2248
1432,962,1506,1047,missing_hole,11_missing_hole_08,2282,2248
722,967,786,1047,missing_hole,11_missing_hole_08,2282,2248
425,1537,512,1616,missing_hole,11_missing_hole_08,2282,2248
857,224,937,313,missing_hole,11_missing_hole_09,2282,2248
912,593,983,673,missing_hole,11_missing_hole_09,2282,2248
1548,552,1637,637,missing_hole,11_missing_hole_09,2282,2248
712,1265,793,1350,missing_hole,11_missing_hole_09,2282,2248
1302,1749,1389,1834,missing_hole,11_missing_hole_09,2282,2248
950,737,1047,835,missing_hole,11_missing_hole_10,2282,2248
294,740,391,821,missing_hole,11_missing_hole_10,2282,2248
816,968,889,1045,missing_hole,11_missing_hole_10,2282,2248
1416,1468,1506,1549,missing_hole,11_missing_hole_10,2282,2248
611,1449,686,1522,missing_hole,11_missing_hole_10,2282,2248
2218,983,2278,1044,missing_hole,12_missing_hole_01,2529,2530
1809,257,1862,321,missing_hole,12_missing_hole_01,2529,2530
1595,1234,1657,1283,missing_hole,12_missing_hole_01,2529,2530
1087,1712,1151,1777,missing_hole,12_missing_hole_01,2529,2530
1647,1964,1698,2026,missing_hole,12_missing_hole_01,2529,2530
2220,1090,2275,1146,missing_hole,12_missing_hole_02,2529,2530
1089,1712,1147,1775,missing_hole,12_missing_hole_02,2529,2530
586,889,644,949,missing_hole,12_missing_hole_02,2529,2530
1642,1954,1706,2034,missing_hole,12_missing_hole_02,2529,2530
2176,1275,2234,1337,missing_hole,12_missing_hole_02,2529,2530
1549,832,1604,894,missing_hole,12_missing_hole_03,2529,2530
378,1095,444,1157,missing_hole,12_missing_hole_03,2529,2530
258,1375,331,1464,missing_hole,12_missing_hole_03,2529,2530
980,1955,1047,2024,missing_hole,12_missing_hole_03,2529,2530
1637,1964,1707,2030,missing_hole,12_missing_hole_03,2529,2530
149,1708,222,1772,missing_hole,12_missing_hole_03,2529,2530
1289,1326,1338,1381,missing_hole,12_missing_hole_04,2529,2530
1493,1412,1547,1463,missing_hole,12_missing_hole_04,2529,2530
1498,1017,1546,1072,missing_hole,12_missing_hole_04,2529,2530
1908,1010,1964,1079,missing_hole,12_missing_hole_04,2529,2530
1316,446,1362,495,missing_hole,12_missing_hole_04,2529,2530
878,879,927,930,missing_hole,12_missing_hole_05,2529,2530
1262,1152,1307,1203,missing_hole,12_missing_hole_05,2529,2530
1077,1324,1135,1379,missing_hole,12_missing_hole_05,2529,2530
2006,1324,2066,1388,missing_hole,12_missing_hole_05,2529,2530
2318,884,2382,946,missing_hole,12_missing_hole_05,2529,2530
1644,1710,1707,1782,missing_hole,12_missing_hole_05,2529,2530
1184,1015,1237,1077,missing_hole,12_missing_hole_06,2529,2530
1597,1014,1655,1077,missing_hole,12_missing_hole_06,2529,2530
2218,981,2282,1043,missing_hole,12_missing_hole_06,2529,2530
1129,1466,1184,1530,missing_hole,12_missing_hole_06,2529,2530
380,1097,442,1154,missing_hole,12_missing_hole_06,2529,2530
1546,628,1607,694,missing_hole,12_missing_hole_07,2529,2530
1805,1013,1862,1079,missing_hole,12_missing_hole_07,2529,2530
1386,1233,1450,1289,missing_hole,12_missing_hole_07,2529,2530
662,1034,717,1092,missing_hole,12_missing_hole_07,2529,2530
1911,255,1965,319,missing_hole,12_missing_hole_07,2529,2530
2203,1715,2266,1781,missing_hole,12_missing_hole_08,2529,2530
382,1046,438,1095,missing_hole,12_missing_hole_08,2529,2530
504,686,562,741,missing_hole,12_missing_hole_08,2529,2530
809,1957,875,2026,missing_hole,12_missing_hole_08,2529,2530
875,263,937,314,missing_hole,12_missing_hole_08,2529,2530
2118,259,2177,323,missing_hole,12_missing_hole_09,2529,2530
842,1270,898,1332,missing_hole,12_missing_hole_09,2529,2530
1137,1008,1187,1072,missing_hole,12_missing_hole_09,2529,2530
2078,1086,2129,1130,missing_hole,12_missing_hole_09,2529,2530
1438,1321,1498,1384,missing_hole,12_missing_hole_09,2529,2530
1387,1232,1451,1292,missing_hole,12_missing_hole_10,2529,2530
1649,1021,1704,1079,missing_hole,12_missing_hole_10,2529,2530
877,883,933,941,missing_hole,12_missing_hole_10,2529,2530
693,769,740,816,missing_hole,12_missing_hole_10,2529,2530
1960,1323,2018,1392,missing_hole,12_missing_hole_10,2529,2530
1518,913,1547,958,mouse_bite,01_mouse_bite_01,3034,1586
2020,1260,2046,1302,mouse_bite,01_mouse_bite_01,3034,1586
2595,888,2620,920,mouse_bite,01_mouse_bite_01,3034,1586
1526,1165,1571,1209,mouse_bite,01_mouse_bite_02,3034,1586
1985,951,2022,988,mouse_bite,01_mouse_bite_02,3034,1586
785,1035,824,1073,mouse_bite,01_mouse_bite_02,3034,1586
1019,500,1079,558,mouse_bite,01_mouse_bite_03,3034,1586
1264,1067,1301,1100,mouse_bite,01_mouse_bite_03,3034,1586
1683,638,1723,677,mouse_bite,01_mouse_bite_03,3034,1586
1940,757,1974,785,mouse_bite,01_mouse_bite_04,3034,1586
2590,892,2624,929,mouse_bite,01_mouse_bite_04,3034,1586
2564,545,2603,583,mouse_bite,01_mouse_bite_04,3034,1586
2151,1155,2184,1191,mouse_bite,01_mouse_bite_05,3034,1586
2164,296,2205,331,mouse_bite,01_mouse_bite_05,3034,1586
2201,615,2233,654,mouse_bite,01_mouse_bite_05,3034,1586
1198,1312,1244,1350,mouse_bite,01_mouse_bite_06,3034,1586
2629,319,2665,352,mouse_bite,01_mouse_bite_06,3034,1586
2821,824,2853,872,mouse_bite,01_mouse_bite_06,3034,1586
1471,403,1508,461,mouse_bite,01_mouse_bite_07,3034,1586
441,916,476,947,mouse_bite,01_mouse_bite_07,3034,1586
663,1302,702,1343,mouse_bite,01_mouse_bite_07,3034,1586
1018,1281,1058,1318,mouse_bite,01_mouse_bite_08,3034,1586
837,1099,874,1147,mouse_bite,01_mouse_bite_08,3034,1586
957,886,990,916,mouse_bite,01_mouse_bite_09,3034,1586
176,1113,207,1144,mouse_bite,01_mouse_bite_09,3034,1586
597,803,626,840,mouse_bite,01_mouse_bite_09,3034,1586
1694,642,1729,677,mouse_bite,01_mouse_bite_10,3034,1586
445,423,505,464,mouse_bite,01_mouse_bite_10,3034,1586
1199,966,1234,1004,mouse_bite,01_mouse_bite_11,3034,1586
2042,755,2073,786,mouse_bite,01_mouse_bite_11,3034,1586
1472,607,1507,639,mouse_bite,01_mouse_bite_11,3034,1586
2594,882,2625,918,mouse_bite,01_mouse_bite_12,3034,1586
2819,1210,2854,1253,mouse_bite,01_mouse_bite_12,3034,1586
2664,318,2704,354,mouse_bite,01_mouse_bite_12,3034,1586
1223,1369,1264,1410,mouse_bite,01_mouse_bite_13,3034,1586
1539,1162,1577,1202,mouse_bite,01_mouse_bite_13,3034,1586
1550,1288,1586,1326,mouse_bite,01_mouse_bite_13,3034,1586
731,1396,768,1430,mouse_bite,01_mouse_bite_14,3034,1586
444,915,476,949,mouse_bite,01_mouse_bite_14,3034,1586
601,1053,635,1084,mouse_bite,01_mouse_bite_15,3034,1586
2651,558,2684,591,mouse_bite,01_mouse_bite_15,3034,1586
2547,318,2582,352,mouse_bite,01_mouse_bite_16,3034,1586
2210,1113,2249,1160,mouse_bite,01_mouse_bite_16,3034,1586
2768,306,2795,344,mouse_bite,01_mouse_bite_16,3034,1586
2168,854,2200,887,mouse_bite,01_mouse_bite_17,3034,1586
1513,919,1545,957,mouse_bite,01_mouse_bite_17,3034,1586
2727,1245,2761,1289,mouse_bite,01_mouse_bite_17,3034,1586
391,1395,427,1428,mouse_bite,01_mouse_bite_18,3034,1586
724,1222,755,1258,mouse_bite,01_mouse_bite_19,3034,1586
645,1286,689,1329,mouse_bite,01_mouse_bite_19,3034,1586
1339,1366,1382,1410,mouse_bite,01_mouse_bite_20,3034,1586
995,1312,1040,1351,mouse_bite,01_mouse_bite_20,3034,1586
792,1296,834,1340,mouse_bite,01_mouse_bite_20,3034,1586
986,2115,1093,2195,mouse_bite,04_mouse_bite_01,3056,2464
1895,1448,1979,1537,mouse_bite,04_mouse_bite_01,3056,2464
1773,1139,1855,1190,mouse_bite,04_mouse_bite_01,3056,2464
762,1159,833,1201,mouse_bite,04_mouse_bite_02,3056,2464
537,1468,582,1531,mouse_bite,04_mouse_bite_02,3056,2464
1533,1875,1619,1926,mouse_bite,04_mouse_bite_02,3056,2464
2010,435,2084,482,mouse_bite,04_mouse_bite_03,3056,2464
2157,862,2208,935,mouse_bite,04_mouse_bite_03,3056,2464
1153,473,1208,539,mouse_bite,04_mouse_bite_03,3056,2464
113,995,171,1064,mouse_bite,04_mouse_bite_04,3056,2464
853,1081,926,1137,mouse_bite,04_mouse_bite_04,3056,2464
262,541,328,610,mouse_bite,04_mouse_bite_04,3056,2464
701,642,762,724,mouse_bite,04_mouse_bite_05,3056,2464
1106,621,1170,688,mouse_bite,04_mouse_bite_05,3056,2464
1595,473,1648,551,mouse_bite,04_mouse_bite_05,3056,2464
397,2231,497,2299,mouse_bite,04_mouse_bite_06,3056,2464
2382,1790,2468,1853,mouse_bite,04_mouse_bite_06,3056,2464
2562,1581,2635,1631,mouse_bite,04_mouse_bite_06,3056,2464
1257,1197,1342,1253,mouse_bite,04_mouse_bite_07,3056,2464
2410,1137,2470,1221,mouse_bite,04_mouse_bite_07,3056,2464
751,1206,824,1257,mouse_bite,04_mouse_bite_07,3056,2464
1474,1069,1555,1146,mouse_bite,04_mouse_bite_08,3056,2464
426,1357,481,1419,mouse_bite,04_mouse_bite_08,3056,2464
1739,811,1795,875,mouse_bite,04_mouse_bite_08,3056,2464
1126,1495,1182,1561,mouse_bite,04_mouse_bite_09,3056,2464
1673,1508,1726,1573,mouse_bite,04_mouse_bite_09,3056,2464
1959,1353,2026,1451,mouse_bite,04_mouse_bite_09,3056,2464
1588,1861,1673,1928,mouse_bite,04_mouse_bite_10,3056,2464
591,1386,657,1477,mouse_bite,04_mouse_bite_10,3056,2464
488,1601,542,1686,mouse_bite,04_mouse_bite_10,3056,2464
1659,271,1751,335,mouse_bite,04_mouse_bite_11,3056,2464
1208,1151,1299,1222,mouse_bite,04_mouse_bite_11,3056,2464
2273,751,2353,821,mouse_bite,04_mouse_bite_11,3056,2464
2302,439,2393,508,mouse_bite,04_mouse_bite_12,3056,2464
473,504,575,573,mouse_bite,04_mouse_bite_12,3056,2464
513,1015,606,1070,mouse_bite,04_mouse_bite_12,3056,2464
855,1237,957,1304,mouse_bite,04_mouse_bite_13,3056,2464
2084,1093,2177,1166,mouse_bite,04_mouse_bite_13,3056,2464
871,1801,930,1881,mouse_bite,04_mouse_bite_13,3056,2464
748,1126,824,1177,mouse_bite,04_mouse_bite_14,3056,2464
2222,1208,2282,1297,mouse_bite,04_mouse_bite_14,3056,2464
1973,1735,2053,1802,mouse_bite,04_mouse_bite_14,3056,2464
1666,1202,1751,1259,mouse_bite,04_mouse_bite_15,3056,2464
593,1335,651,1415,mouse_bite,04_mouse_bite_15,3056,2464
1571,715,1646,795,mouse_bite,04_mouse_bite_15,3056,2464
1795,806,1841,875,mouse_bite,04_mouse_bite_16,3056,2464
2048,655,2117,733,mouse_bite,04_mouse_bite_16,3056,2464
1771,1259,1861,1313,mouse_bite,04_mouse_bite_16,3056,2464
1219,264,1275,348,mouse_bite,04_mouse_bite_17,3056,2464
891,1021,950,1099,mouse_bite,04_mouse_bite_17,3056,2464
1993,961,2082,1024,mouse_bite,04_mouse_bite_17,3056,2464
1810,1088,1891,1150,mouse_bite,04_mouse_bite_18,3056,2464
593,1368,655,1448,mouse_bite,04_mouse_bite_18,3056,2464
1626,890,1681,957,mouse_bite,04_mouse_bite_18,3056,2464
1175,1626,1237,1704,mouse_bite,04_mouse_bite_19,3056,2464
2228,1381,2281,1457,mouse_bite,04_mouse_bite_19,3056,2464
433,1350,491,1428,mouse_bite,04_mouse_bite_19,3056,2464
401,508,479,575,mouse_bite,04_mouse_bite_20,3056,2464
2024,430,2101,481,mouse_bite,04_mouse_bite_20,3056,2464
1275,1621,1333,1706,mouse_bite,04_mouse_bite_20,3056,2464
910,278,972,320,mouse_bite,05_mouse_bite_01,2544,2156
652,976,717,1021,mouse_bite,05_mouse_bite_01,2544,2156
1222,817,1266,890,mouse_bite,05_mouse_bite_01,2544,2156
1577,621,1635,662,mouse_bite,05_mouse_bite_01,2544,2156
1828,1331,1910,1379,mouse_bite,05_mouse_bite_01,2544,2156
683,573,762,621,mouse_bite,05_mouse_bite_02,2544,2156
1217,685,1263,762,mouse_bite,05_mouse_bite_02,2544,2156
1980,910,2027,987,mouse_bite,05_mouse_bite_02,2544,2156
1506,1701,1569,1740,mouse_bite,05_mouse_bite_02,2544,2156
1014,1771,1050,1838,mouse_bite,05_mouse_bite_02,2544,2156
780,332,850,385,mouse_bite,05_mouse_bite_03,2544,2156
166,957,208,1035,mouse_bite,05_mouse_bite_03,2544,2156
1774,357,1830,435,mouse_bite,05_mouse_bite_03,2544,2156
1975,885,2024,967,mouse_bite,05_mouse_bite_03,2544,2156
978,1095,1045,1160,mouse_bite,05_mouse_bite_03,2544,2156
1028,688,1086,735,mouse_bite,05_mouse_bite_04,2544,2156
1563,859,1624,918,mouse_bite,05_mouse_bite_04,2544,2156
2075,1651,2125,1696,mouse_bite,05_mouse_bite_04,2544,2156
1502,1701,1552,1746,mouse_bite,05_mouse_bite_04,2544,2156
169,821,220,896,mouse_bite,05_mouse_bite_04,2544,2156
1601,578,1651,618,mouse_bite,05_mouse_bite_05,2544,2156
295,1357,370,1420,mouse_bite,05_mouse_bite_05,2544,2156
1378,1496,1416,1570,mouse_bite,05_mouse_bite_05,2544,2156
1467,1890,1539,1934,mouse_bite,05_mouse_bite_05,2544,2156
1866,257,1924,323,mouse_bite,05_mouse_bite_05,2544,2156
1217,618,1263,696,mouse_bite,05_mouse_bite_06,2544,2156
710,804,788,849,mouse_bite,05_mouse_bite_06,2544,2156
1603,1374,1667,1426,mouse_bite,05_mouse_bite_06,2544,2156
2270,1523,2333,1570,mouse_bite,05_mouse_bite_06,2544,2156
2183,1810,2266,1860,mouse_bite,05_mouse_bite_06,2544,2156
1430,298,1535,362,mouse_bite,05_mouse_bite_07,2544,2156
1549,857,1638,907,mouse_bite,05_mouse_bite_07,2544,2156
2395,1613,2439,1676,mouse_bite,05_mouse_bite_07,2544,2156
1560,1860,1639,1904,mouse_bite,05_mouse_bite_07,2544,2156
592,1304,685,1356,mouse_bite,05_mouse_bite_07,2544,2156
388,338,464,382,mouse_bite,05_mouse_bite_07,2544,2156
520,1087,603,1126,mouse_bite,05_mouse_bite_08,2544,2156
94,956,128,1032,mouse_bite,05_mouse_bite_08,2544,2156
2030,640,2072,720,mouse_bite,05_mouse_bite_08,2544,2156
2256,1316,2310,1393,mouse_bite,05_mouse_bite_08,2544,2156
1172,1292,1214,1370,mouse_bite,05_mouse_bite_08,2544,2156
981,567,1052,612,mouse_bite,05_mouse_bite_09,2544,2156
1525,579,1588,621,mouse_bite,05_mouse_bite_09,2544,2156
1624,1013,1675,1068,mouse_bite,05_mouse_bite_09,2544,2156
1605,1467,1650,1509,mouse_bite,05_mouse_bite_09,2544,2156
1542,1663,1601,1710,mouse_bite,05_mouse_bite_09,2544,2156
1291,632,1350,729,mouse_bite,05_mouse_bite_10,2544,2156
1838,971,1894,1062,mouse_bite,05_mouse_bite_10,2544,2156
1092,1698,1163,1746,mouse_bite,05_mouse_bite_10,2544,2156
1944,1332,2031,1378,mouse_bite,05_mouse_bite_10,2544,2156
1524,1267,1563,1335,mouse_bite,05_mouse_bite_10,2544,2156
1299,366,1372,407,mouse_bite,06_mouse_bite_01,2868,2316
1406,681,1445,741,mouse_bite,06_mouse_bite_01,2868,2316
1508,1609,1567,1644,mouse_bite,06_mouse_bite_01,2868,2316
2528,1580,2567,1654,mouse_bite,06_mouse_bite_01,2868,2316
589,1634,627,1693,mouse_bite,06_mouse_bite_01,2868,2316
491,968,559,1010,mouse_bite,06_mouse_bite_02,2868,2316
1274,1668,1310,1724,mouse_bite,06_mouse_bite_02,2868,2316
2084,980,2130,1056,mouse_bite,06_mouse_bite_02,2868,2316
1546,1101,1615,1135,mouse_bite,06_mouse_bite_02,2868,2316
1142,917,1201,950,mouse_bite,06_mouse_bite_02,2868,2316
1796,508,1854,545,mouse_bite,06_mouse_bite_02,2868,2316
1152,398,1237,447,mouse_bite,06_mouse_bite_03,2868,2316
1290,604,1366,649,mouse_bite,06_mouse_bite_03,2868,2316
2046,718,2087,783,mouse_bite,06_mouse_bite_03,2868,2316
818,1532,896,1565,mouse_bite,06_mouse_bite_03,2868,2316
199,981,244,1074,mouse_bite,06_mouse_bite_03,2868,2316
1224,606,1302,647,mouse_bite,06_mouse_bite_04,2868,2316
2242,842,2285,926,mouse_bite,06_mouse_bite_04,2868,2316
1958,1432,1996,1516,mouse_bite,06_mouse_bite_04,2868,2316
939,1288,975,1363,mouse_bite,06_mouse_bite_04,2868,2316
922,1068,985,1102,mouse_bite,06_mouse_bite_04,2868,2316
1747,576,1827,613,mouse_bite,06_mouse_bite_05,2868,2316
826,368,912,406,mouse_bite,06_mouse_bite_05,2868,2316
163,1220,204,1310,mouse_bite,06_mouse_bite_05,2868,2316
1059,1894,1115,1928,mouse_bite,06_mouse_bite_05,2868,2316
1824,1080,1856,1155,mouse_bite,06_mouse_bite_05,2868,2316
2239,845,2283,928,mouse_bite,06_mouse_bite_06,2868,2316
2073,1480,2108,1567,mouse_bite,06_mouse_bite_06,2868,2316
2346,1715,2408,1821,mouse_bite,06_mouse_bite_06,2868,2316
1250,1263,1325,1299,mouse_bite,06_mouse_bite_06,2868,2316
692,1529,772,1566,mouse_bite,06_mouse_bite_06,2868,2316
1801,508,1862,545,mouse_bite,06_mouse_bite_07,2868,2316
935,401,1023,444,mouse_bite,06_mouse_bite_07,2868,2316
1194,685,1278,725,mouse_bite,06_mouse_bite_07,2868,2316
1062,1063,1154,1102,mouse_bite,06_mouse_bite_07,2868,2316
1189,1290,1265,1325,mouse_bite,06_mouse_bite_07,2868,2316
2240,714,2286,834,mouse_bite,06_mouse_bite_08,2868,2316
1930,1297,1961,1380,mouse_bite,06_mouse_bite_08,2868,2316
1439,1083,1533,1113,mouse_bite,06_mouse_bite_08,2868,2316
1874,1780,1959,1810,mouse_bite,06_mouse_bite_08,2868,2316
893,1760,978,1799,mouse_bite,06_mouse_bite_08,2868,2316
1539,724,1576,795,mouse_bite,06_mouse_bite_08,2868,2316
415,762,490,803,mouse_bite,06_mouse_bite_09,2868,2316
806,705,846,788,mouse_bite,06_mouse_bite_09,2868,2316
968,1259,1017,1360,mouse_bite,06_mouse_bite_09,2868,2316
307,1380,352,1454,mouse_bite,06_mouse_bite_09,2868,2316
524,1871,565,1963,mouse_bite,06_mouse_bite_09,2868,2316
1851,915,1882,997,mouse_bite,06_mouse_bite_10,2868,2316
2073,1638,2111,1714,mouse_bite,06_mouse_bite_10,2868,2316
1231,1629,1270,1702,mouse_bite,06_mouse_bite_10,2868,2316
1609,1265,1679,1296,mouse_bite,06_mouse_bite_10,2868,2316
1003,763,1097,789,mouse_bite,06_mouse_bite_10,2868,2316
1098,544,1149,622,mouse_bite,07_mouse_bite_01,2904,1921
1696,882,1748,969,mouse_bite,07_mouse_bite_01,2904,1921
1927,629,1987,688,mouse_bite,07_mouse_bite_01,2904,1921
705,926,756,1019,mouse_bite,07_mouse_bite_01,2904,1921
1651,1312,1737,1367,mouse_bite,07_mouse_bite_01,2904,1921
1187,408,1242,488,mouse_bite,07_mouse_bite_02,2904,1921
1913,627,1991,686,mouse_bite,07_mouse_bite_02,2904,1921
1765,819,1829,900,mouse_bite,07_mouse_bite_02,2904,1921
1070,957,1151,1012,mouse_bite,07_mouse_bite_02,2904,1921
1049,1639,1158,1696,mouse_bite,07_mouse_bite_02,2904,1921
1092,576,1147,646,mouse_bite,07_mouse_bite_03,2904,1921
706,962,763,1046,mouse_bite,07_mouse_bite_03,2904,1921
1960,557,2020,620,mouse_bite,07_mouse_bite_03,2904,1921
2546,574,2594,665,mouse_bite,07_mouse_bite_03,2904,1921
2328,1032,2382,1141,mouse_bite,07_mouse_bite_03,2904,1921
1767,812,1829,884,mouse_bite,07_mouse_bite_04,2904,1921
1517,524,1555,591,mouse_bite,07_mouse_bite_04,2904,1921
987,201,1080,272,mouse_bite,07_mouse_bite_04,2904,1921
799,950,856,1015,mouse_bite,07_mouse_bite_04,2904,1921
515,762,598,857,mouse_bite,07_mouse_bite_04,2904,1921
1617,679,1696,732,mouse_bite,07_mouse_bite_05,2904,1921
2080,877,2160,926,mouse_bite,07_mouse_bite_05,2904,1921
2101,1322,2184,1374,mouse_bite,07_mouse_bite_05,2904,1921
1472,891,1536,955,mouse_bite,07_mouse_bite_05,2904,1921
1109,1124,1190,1174,mouse_bite,07_mouse_bite_05,2904,1921
696,398,799,462,mouse_bite,07_mouse_bite_06,2904,1921
1655,177,1777,255,mouse_bite,07_mouse_bite_06,2904,1921
880,863,953,934,mouse_bite,07_mouse_bite_06,2904,1921
2044,665,2098,724,mouse_bite,07_mouse_bite_06,2904,1921
2336,439,2387,520,mouse_bite,07_mouse_bite_06,2904,1921
1317,598,1399,648,mouse_bite,07_mouse_bite_07,2904,1921
1555,886,1627,951,mouse_bite,07_mouse_bite_07,2904,1921
1923,610,1989,682,mouse_bite,07_mouse_bite_07,2904,1921
1237,869,1342,919,mouse_bite,07_mouse_bite_07,2904,1921
442,844,532,912,mouse_bite,07_mouse_bite_07,2904,1921
1087,555,1148,644,mouse_bite,07_mouse_bite_08,2904,1921
1046,1308,1142,1367,mouse_bite,07_mouse_bite_08,2904,1921
1768,631,1846,693,mouse_bite,07_mouse_bite_08,2904,1921
2113,831,2208,881,mouse_bite,07_mouse_bite_08,2904,1921
2677,517,2744,620,mouse_bite,07_mouse_bite_08,2904,1921
960,384,1025,469,mouse_bite,07_mouse_bite_09,2904,1921
1617,629,1696,686,mouse_bite,07_mouse_bite_09,2904,1921
1975,700,2044,777,mouse_bite,07_mouse_bite_09,2904,1921
2322,1015,2384,1112,mouse_bite,07_mouse_bite_09,2904,1921
879,877,929,948,mouse_bite,07_mouse_bite_09,2904,1921
1561,869,1617,941,mouse_bite,07_mouse_bite_10,2904,1921
1972,927,2056,981,mouse_bite,07_mouse_bite_10,2904,1921
960,1122,1046,1184,mouse_bite,07_mouse_bite_10,2904,1921
2330,439,2384,526,mouse_bite,07_mouse_bite_10,2904,1921
1792,467,1863,550,mouse_bite,07_mouse_bite_10,2904,1921
1559,1182,1612,1241,mouse_bite,08_mouse_bite_01,2759,2154
571,1305,628,1354,mouse_bite,08_mouse_bite_01,2759,2154
2253,397,2340,462,mouse_bite,08_mouse_bite_01,2759,2154
2143,697,2205,746,mouse_bite,08_mouse_bite_01,2759,2154
1576,1818,1658,1874,mouse_bite,08_mouse_bite_01,2759,2154
1768,595,1850,639,mouse_bite,08_mouse_bite_02,2759,2154
2002,762,2069,829,mouse_bite,08_mouse_bite_02,2759,2154
1666,911,1738,977,mouse_bite,08_mouse_bite_02,2759,2154
450,908,522,990,mouse_bite,08_mouse_bite_02,2759,2154
764,1238,837,1287,mouse_bite,08_mouse_bite_02,2759,2154
2240,1061,2305,1136,mouse_bite,08_mouse_bite_03,2759,2154
1789,1292,1846,1336,mouse_bite,08_mouse_bite_03,2759,2154
1247,1308,1299,1367,mouse_bite,08_mouse_bite_03,2759,2154
1059,1808,1142,1870,mouse_bite,08_mouse_bite_03,2759,2154
2374,1297,2432,1369,mouse_bite,08_mouse_bite_03,2759,2154
1035,918,1086,974,mouse_bite,08_mouse_bite_04,2759,2154
459,1370,517,1416,mouse_bite,08_mouse_bite_04,2759,2154
2399,1000,2455,1054,mouse_bite,08_mouse_bite_04,2759,2154
2222,687,2278,747,mouse_bite,08_mouse_bite_04,2759,2154
546,574,604,647,mouse_bite,08_mouse_bite_04,2759,2154
2091,764,2138,818,mouse_bite,08_mouse_bite_05,2759,2154
1514,595,1586,643,mouse_bite,08_mouse_bite_05,2759,2154
1566,1202,1625,1264,mouse_bite,08_mouse_bite_05,2759,2154
1246,1326,1302,1387,mouse_bite,08_mouse_bite_05,2759,2154
293,1227,350,1288,mouse_bite,08_mouse_bite_05,2759,2154
892,920,950,979,mouse_bite,08_mouse_bite_06,2759,2154
1951,1177,1996,1239,mouse_bite,08_mouse_bite_06,2759,2154
2237,1285,2312,1366,mouse_bite,08_mouse_bite_06,2759,2154
1251,1295,1305,1361,mouse_bite,08_mouse_bite_06,2759,2154
558,584,615,656,mouse_bite,08_mouse_bite_06,2759,2154
1033,977,1086,1028,mouse_bite,08_mouse_bite_07,2759,2154
1953,1050,2010,1111,mouse_bite,08_mouse_bite_07,2759,2154
2396,987,2450,1061,mouse_bite,08_mouse_bite_07,2759,2154
2371,1634,2456,1690,mouse_bite,08_mouse_bite_07,2759,2154
1987,1784,2058,1839,mouse_bite,08_mouse_bite_07,2759,2154
1258,1302,1305,1361,mouse_bite,08_mouse_bite_08,2759,2154
617,900,668,966,mouse_bite,08_mouse_bite_08,2759,2154
2274,1206,2333,1264,mouse_bite,08_mouse_bite_08,2759,2154
2555,1343,2610,1421,mouse_bite,08_mouse_bite_08,2759,2154
1520,592,1586,638,mouse_bite,08_mouse_bite_08,2759,2154
1846,621,1925,667,mouse_bite,08_mouse_bite_09,2759,2154
2078,1067,2132,1125,mouse_bite,08_mouse_bite_09,2759,2154
1248,990,1307,1033,mouse_bite,08_mouse_bite_09,2759,2154
2550,1652,2607,1720,mouse_bite,08_mouse_bite_09,2759,2154
269,1757,319,1816,mouse_bite,08_mouse_bite_09,2759,2154
1668,916,1712,980,mouse_bite,08_mouse_bite_10,2759,2154
2230,685,2274,754,mouse_bite,08_mouse_bite_10,2759,2154
2281,413,2346,451,mouse_bite,08_mouse_bite_10,2759,2154
1189,1300,1225,1362,mouse_bite,08_mouse_bite_10,2759,2154
1812,1880,1853,1962,mouse_bite,08_mouse_bite_10,2759,2154
1758,1212,1800,1269,mouse_bite,09_mouse_bite_01,2775,2159
1269,1631,1345,1677,mouse_bite,09_mouse_bite_01,2775,2159
1517,815,1581,853,mouse_bite,09_mouse_bite_01,2775,2159
1125,435,1176,492,mouse_bite,09_mouse_bite_01,2775,2159
528,813,576,886,mouse_bite,09_mouse_bite_01,2775,2159
1543,433,1607,510,mouse_bite,09_mouse_bite_02,2775,2159
1194,861,1263,907,mouse_bite,09_mouse_bite_02,2775,2159
1949,1118,1990,1189,mouse_bite,09_mouse_bite_02,2775,2159
2076,1641,2149,1679,mouse_bite,09_mouse_bite_02,2775,2159
2040,174,2090,243,mouse_bite,09_mouse_bite_02,2775,2159
1554,730,1620,769,mouse_bite,09_mouse_bite_03,2775,2159
774,699,836,768,mouse_bite,09_mouse_bite_03,2775,2159
1545,1630,1625,1679,mouse_bite,09_mouse_bite_03,2775,2159
484,1336,563,1387,mouse_bite,09_mouse_bite_03,2775,2159
923,1120,959,1166,mouse_bite,09_mouse_bite_03,2775,2159
1622,504,1674,576,mouse_bite,09_mouse_bite_04,2775,2159
1127,717,1171,784,mouse_bite,09_mouse_bite_04,2775,2159
1133,1118,1172,1168,mouse_bite,09_mouse_bite_04,2775,2159
646,417,697,482,mouse_bite,09_mouse_bite_04,2775,2159
2276,481,2328,531,mouse_bite,09_mouse_bite_04,2775,2159
1477,497,1530,566,mouse_bite,09_mouse_bite_05,2775,2159
1749,1023,1825,1063,mouse_bite,09_mouse_bite_05,2775,2159
792,253,831,322,mouse_bite,09_mouse_bite_05,2775,2159
2277,1061,2341,1105,mouse_bite,09_mouse_bite_05,2775,2159
386,851,427,941,mouse_bite,09_mouse_bite_05,2775,2159
